Date,Internet,Semiconductor,Hardware,Software
5/12/2017,0.99,1.2,0.99,1.03
5/15/2017,0.99,1.21,0.99,1.03
5/16/2017,0.99,1.21,0.97,1.03
5/17/2017,0.99,1.22,0.99,1.03
5/18/2017,1,1.22,0.99,1.02
5/19/2017,0.99,1.22,0.99,1.02
5/22/2017,1,1.21,0.99,1.03
5/23/2017,0.99,1.21,0.99,1.03
5/24/2017,1,1.21,1,1.02
5/25/2017,1,1.21,0.99,1.02
5/26/2017,1,1.21,0.99,1.02
5/30/2017,1,1.21,0.99,1.02
5/31/2017,1,1.21,1,1.03
6/1/2017,1,1.21,0.99,1.03
6/2/2017,1,1.21,0.99,1.03
6/5/2017,1,1.22,1,1.03
6/6/2017,1,1.22,0.99,1.02
6/7/2017,1,1.22,0.99,1.02
6/8/2017,1,1.22,0.99,1.02
6/9/2017,1.01,1.23,1.01,1.02
6/12/2017,1.01,1.23,1.02,1.02
6/13/2017,1.01,1.23,1.02,1.02
6/14/2017,1.01,1.24,1.02,1.02
6/15/2017,1.01,1.24,1.02,1.02
6/16/2017,1.01,1.24,1.02,1.01
6/19/2017,1,1.24,1.03,1.02
6/20/2017,1,1.24,1.03,1.02
6/21/2017,1,1.24,1.03,1.02
6/22/2017,1.01,1.25,1.03,1.01
6/23/2017,1.01,1.24,1.03,1.01
6/26/2017,1.04,1.24,1.07,1.02
6/27/2017,1.06,1.24,1.07,1.01
6/28/2017,1.06,1.25,1.08,1.01
6/29/2017,1.07,1.25,1.09,1
6/30/2017,1.07,1.25,1.08,0.99
7/3/2017,1.07,1.25,1.08,1
7/5/2017,1.08,1.25,1.07,1
7/6/2017,1.07,1.25,1.08,1
7/7/2017,1.08,1.25,1.07,1
7/10/2017,1.08,1.24,1.08,1
7/11/2017,1.08,1.24,1.08,1
7/12/2017,1.09,1.24,1.07,1
7/13/2017,1.09,1.24,1.07,1
7/14/2017,1.09,1.24,1.07,1.01
7/17/2017,1.09,1.24,1.07,1.01
7/18/2017,1.09,1.24,1.07,1.01
7/19/2017,1.09,1.24,1.07,1.01
7/20/2017,1.09,1.25,1.08,0.99
7/21/2017,1.09,1.25,1.08,0.99
7/24/2017,1.09,1.25,1.09,0.99
7/25/2017,1.1,1.25,1.08,0.99
7/26/2017,1.1,1.24,1.09,0.99
7/27/2017,1.09,1.25,1.07,1
7/28/2017,1.09,1.25,1.07,1
7/31/2017,1.09,1.25,1.07,1
8/1/2017,1.09,1.25,1.07,1
8/2/2017,1.09,1.25,1.07,1
8/3/2017,1.09,1.25,1.07,0.99
8/4/2017,1.09,1.25,1.08,0.99
8/7/2017,1.1,1.25,1.08,0.99
8/8/2017,1.1,1.25,1.08,0.99
8/9/2017,1.1,1.25,1.08,0.99
8/10/2017,1.09,1.25,1.09,0.99
8/11/2017,1.09,1.24,1.1,0.99
8/14/2017,1.08,1.25,1.09,0.99
8/15/2017,1.09,1.25,1.09,0.99
8/16/2017,1.09,1.25,1.1,0.98
8/17/2017,1.08,1.25,1.09,0.98
8/18/2017,1.08,1.25,1.09,0.98
8/21/2017,1.08,1.25,1.09,0.98
8/22/2017,1.08,1.24,1.09,0.98
8/23/2017,1.08,1.24,1.09,0.98
8/24/2017,1.08,1.24,1.09,0.98
8/25/2017,1.09,1.24,1.09,0.98
8/28/2017,1.08,1.24,1.09,0.98
8/29/2017,1.08,1.24,1.09,0.98
8/30/2017,1.09,1.25,1.09,0.99
8/31/2017,1.09,1.25,1.09,0.99
9/1/2017,1.09,1.25,1.09,0.99
9/5/2017,1.09,1.25,1.09,0.98
9/6/2017,1.08,1.25,1.09,0.98
9/7/2017,1.08,1.25,1.09,0.99
9/8/2017,1.09,1.26,1.08,0.98
9/11/2017,1.09,1.25,1.08,0.99
9/12/2017,1.09,1.25,1.08,0.99
9/13/2017,1.09,1.25,1.09,0.99
9/14/2017,1.09,1.25,1.09,0.99
9/15/2017,1.1,1.25,1.07,0.99
9/18/2017,1.1,1.25,1.07,0.99
9/19/2017,1.11,1.25,1.07,0.99
9/20/2017,1.1,1.25,1.07,0.99
9/21/2017,1.1,1.25,1.08,0.98
9/22/2017,1.1,1.25,1.08,0.99
9/25/2017,1.11,1.25,1.07,0.99
9/26/2017,1.11,1.25,1.08,0.99
9/27/2017,1.12,1.26,1.08,0.98
9/28/2017,1.12,1.26,1.08,0.98
9/29/2017,1.12,1.26,1.07,0.98
10/2/2017,1.12,1.26,1.07,0.98
10/3/2017,1.12,1.26,1.07,0.98
10/4/2017,1.12,1.26,1.07,0.98
10/5/2017,1.13,1.25,1.07,0.98
10/6/2017,1.13,1.25,1.07,0.98
10/9/2017,1.13,1.25,1.07,0.98
10/10/2017,1.13,1.26,1.07,0.98
10/11/2017,1.13,1.25,1.08,0.98
10/12/2017,1.13,1.25,1.08,0.97
10/13/2017,1.13,1.25,1.08,0.98
10/16/2017,1.13,1.25,1.09,0.97
10/17/2017,1.13,1.25,1.09,0.97
10/18/2017,1.13,1.25,1.09,0.97
10/19/2017,1.13,1.25,1.09,0.97
10/20/2017,1.13,1.25,1.09,0.97
10/23/2017,1.13,1.25,1.09,0.96
10/24/2017,1.13,1.25,1.1,0.95
10/25/2017,1.13,1.25,1.1,0.95
10/26/2017,1.13,1.26,1.1,0.95
10/27/2017,1.15,1.25,1.09,0.98
10/30/2017,1.15,1.25,1.09,0.98
10/31/2017,1.15,1.25,1.1,0.98
11/1/2017,1.15,1.25,1.09,0.98
11/2/2017,1.14,1.25,1.09,0.98
11/3/2017,1.13,1.26,1.1,0.98
11/6/2017,1.13,1.26,1.1,0.98
11/7/2017,1.14,1.26,1.11,0.98
11/8/2017,1.14,1.26,1.11,0.98
11/9/2017,1.13,1.26,1.11,0.98
11/10/2017,1.13,1.27,1.1,0.98
11/13/2017,1.13,1.26,1.1,0.98
11/14/2017,1.12,1.28,1.1,0.98
11/15/2017,1.1,1.28,1.1,0.98
11/16/2017,1.11,1.28,1.1,0.98
11/17/2017,1.11,1.28,1.1,0.97
11/20/2017,1.1,1.28,1.1,0.97
11/21/2017,1.1,1.28,1.1,0.97
11/22/2017,1.1,1.28,1.1,0.97
11/24/2017,1.1,1.29,1.1,0.97
11/27/2017,1.1,1.29,1.1,0.97
11/28/2017,1.1,1.29,1.1,0.97
11/29/2017,1.1,1.3,1.08,0.97
11/30/2017,1.09,1.31,1.09,0.97
12/1/2017,1.11,1.28,1.11,0.96
12/4/2017,1.09,1.27,1.09,0.99
12/5/2017,1.09,1.28,1.1,0.99
12/6/2017,1.09,1.27,1.1,0.99
12/7/2017,1.11,1.28,1.1,0.98
12/8/2017,1.11,1.28,1.1,0.99
12/11/2017,1.1,1.28,1.1,0.99
12/12/2017,1.1,1.28,1.1,0.99
12/13/2017,1.1,1.28,1.1,0.99
12/14/2017,1.1,1.28,1.1,0.99
12/15/2017,1.1,1.28,1.1,0.99
12/18/2017,1.1,1.29,1.11,0.98
12/19/2017,1.11,1.28,1.11,0.98
12/20/2017,1.11,1.28,1.11,0.98
12/21/2017,1.11,1.28,1.11,0.98
12/22/2017,1.11,1.29,1.11,0.98
12/26/2017,1.1,1.29,1.12,0.98
12/27/2017,1.1,1.28,1.12,0.98
12/28/2017,1.11,1.28,1.12,0.98
12/29/2017,1.1,1.28,1.12,0.98
1/2/2018,1.11,1.29,1.13,0.97
1/3/2018,1.11,1.29,1.12,0.97
1/4/2018,1.11,1.29,1.12,0.97
1/5/2018,1.11,1.28,1.12,0.97
1/8/2018,1.1,1.29,1.12,0.97
1/9/2018,1.1,1.29,1.12,0.97
1/10/2018,1.1,1.29,1.12,0.97
1/11/2018,1.1,1.29,1.12,0.97
1/12/2018,1.1,1.29,1.12,0.97
1/16/2018,1.09,1.29,1.12,0.98
1/17/2018,1.08,1.29,1.13,0.98
1/18/2018,1.08,1.29,1.13,0.98
1/19/2018,1.08,1.29,1.13,0.98
1/22/2018,1.09,1.29,1.12,0.98
1/23/2018,1.09,1.29,1.12,0.98
1/24/2018,1.09,1.29,1.12,0.97
1/25/2018,1.09,1.3,1.12,0.98
1/26/2018,1.08,1.32,1.11,0.98
1/29/2018,1.08,1.32,1.12,0.98
1/30/2018,1.07,1.32,1.12,0.98
1/31/2018,1.07,1.32,1.12,0.99
2/1/2018,1.06,1.32,1.1,1
2/2/2018,1.07,1.29,1.12,0.99
2/5/2018,1.09,1.29,1.07,0.98
2/6/2018,1.08,1.29,1.08,0.98
2/7/2018,1.09,1.28,1.09,0.98
2/8/2018,1.09,1.26,1.05,1
2/9/2018,1.09,1.27,1.03,1.01
2/12/2018,1.08,1.26,1.04,1
2/13/2018,1.08,1.26,1.04,1
2/14/2018,1.08,1.26,1.04,1
2/15/2018,1.08,1.25,1.05,1
2/16/2018,1.08,1.25,1.05,1
2/20/2018,1.08,1.25,1.05,1
2/21/2018,1.07,1.25,1.05,1
2/22/2018,1.07,1.25,1.05,1
2/23/2018,1.07,1.25,1.05,1.01
2/26/2018,1.07,1.25,1.05,1
2/27/2018,1.07,1.25,1.05,1
2/28/2018,1.07,1.25,1.05,1
3/1/2018,1.08,1.25,1.04,1
3/2/2018,1.08,1.26,1.04,0.99
3/5/2018,1.08,1.26,1.04,0.99
3/6/2018,1.08,1.26,1.04,0.99
3/7/2018,1.08,1.25,1.04,1
3/8/2018,1.08,1.25,1.04,1
3/9/2018,1.08,1.25,1.03,0.99
3/12/2018,1.08,1.25,1.04,0.99
3/13/2018,1.09,1.25,1.03,1
3/14/2018,1.09,1.25,1.03,1
3/15/2018,1.09,1.25,1.03,1
3/16/2018,1.09,1.25,1.03,1
3/19/2018,1.11,1.25,1.03,0.99
3/20/2018,1.11,1.24,1.03,0.99
3/21/2018,1.11,1.24,1.03,0.99
3/22/2018,1.11,1.23,1.01,0.99
3/23/2018,1.11,1.23,1.01,0.99
3/26/2018,1.07,1.23,1.02,1.02
3/27/2018,1.08,1.22,1,1.03
3/28/2018,1.08,1.23,1,1.03
3/29/2018,1.09,1.23,0.99,1.03
4/2/2018,1.08,1.24,0.98,1.03
4/3/2018,1.08,1.25,0.98,1.03
4/4/2018,1.08,1.24,0.98,1.04
4/5/2018,1.08,1.24,0.98,1.03
4/6/2018,1.07,1.24,0.98,1.03
4/9/2018,1.07,1.24,0.98,1.03
4/10/2018,1.07,1.24,0.98,1.03
4/11/2018,1.07,1.24,0.98,1.03
4/12/2018,1.07,1.25,0.98,1.03
4/13/2018,1.07,1.24,0.98,1.03
4/16/2018,1.07,1.24,0.98,1.03
4/17/2018,1.07,1.24,0.97,1.03
4/18/2018,1.07,1.24,0.97,1.03
4/19/2018,1.06,1.25,0.98,1.03
4/20/2018,1.06,1.25,0.99,1.03
4/23/2018,1.06,1.25,0.99,1.03
4/24/2018,1.07,1.24,0.99,1.03
4/25/2018,1.07,1.24,0.99,1.03
4/26/2018,1.08,1.23,0.97,1.03
4/27/2018,1.08,1.23,0.97,1.03
4/30/2018,1.08,1.24,0.97,1.03
5/1/2018,1.08,1.24,0.97,1.03
5/2/2018,1.08,1.24,0.97,1.03
5/3/2018,1.08,1.24,0.97,1.03
5/4/2018,1.08,1.24,0.98,1.02
5/7/2018,1.08,1.24,0.98,1.02
5/8/2018,1.08,1.24,0.98,1.02
5/9/2018,1.09,1.24,0.97,1.02
5/10/2018,1.09,1.24,0.98,1.02
5/11/2018,1.09,1.24,0.98,1.02
5/14/2018,1.09,1.24,0.98,1.02
5/15/2018,1.09,1.24,0.98,1.02
5/16/2018,1.09,1.24,0.98,1.02
5/17/2018,1.09,1.24,0.97,1.02
5/18/2018,1.09,1.24,0.97,1.02
5/21/2018,1.09,1.24,0.97,1.02
5/22/2018,1.09,1.24,0.97,1.02
5/23/2018,1.09,1.23,0.97,1.02
5/24/2018,1.09,1.23,0.97,1.02
5/25/2018,1.09,1.24,0.97,1.02
5/29/2018,1.09,1.23,0.97,1.02
5/30/2018,1.09,1.23,0.97,1.02
5/31/2018,1.09,1.23,0.97,1.02
6/1/2018,1.09,1.24,0.97,1.02
6/4/2018,1.09,1.23,0.97,1.02
6/5/2018,1.09,1.23,0.97,1.02
6/6/2018,1.09,1.23,0.97,1.02
6/7/2018,1.09,1.23,0.97,1.02
6/8/2018,1.09,1.23,0.97,1.02
6/11/2018,1.09,1.23,0.96,1.02
6/12/2018,1.09,1.23,0.95,1.02
6/13/2018,1.09,1.23,0.95,1.02
6/14/2018,1.09,1.23,0.95,1.02
6/15/2018,1.09,1.23,0.95,1.02
6/18/2018,1.09,1.23,0.95,1.02
6/19/2018,1.09,1.23,0.95,1.02
6/20/2018,1.09,1.23,0.95,1.02
6/21/2018,1.09,1.23,0.95,1.02
6/22/2018,1.09,1.23,0.95,1.02
6/25/2018,1.09,1.23,0.94,1.02
6/26/2018,1.09,1.23,0.94,1.02
6/27/2018,1.09,1.23,0.94,1.02
6/28/2018,1.08,1.23,0.94,1.02
6/29/2018,1.08,1.23,0.94,1.02
7/2/2018,1.08,1.23,0.94,1.02
7/3/2018,1.09,1.23,0.94,1.02
7/5/2018,1.09,1.23,0.94,1.02
7/6/2018,1.09,1.23,0.94,1.02
7/9/2018,1.09,1.23,0.94,1.02
7/10/2018,1.09,1.23,0.94,1.02
7/11/2018,1.09,1.23,0.94,1.02
7/12/2018,1.09,1.22,0.95,1.02
7/13/2018,1.09,1.22,0.95,1.02
7/16/2018,1.09,1.22,0.95,1.02
7/17/2018,1.09,1.22,0.95,1.02
7/18/2018,1.09,1.22,0.95,1.02
7/19/2018,1.09,1.22,0.94,1.02
7/20/2018,1.09,1.22,0.94,1.02
7/23/2018,1.09,1.22,0.94,1.02
7/24/2018,1.09,1.22,0.94,1.02
7/25/2018,1.09,1.21,0.94,1.02
7/26/2018,1.12,1.2,0.93,1.02
7/27/2018,1.12,1.19,0.93,1.02
7/30/2018,1.12,1.18,0.92,1.02
7/31/2018,1.12,1.19,0.92,1.02
8/1/2018,1.12,1.18,0.94,1.02
8/2/2018,1.12,1.18,0.94,1.02
8/3/2018,1.12,1.18,0.94,1.02
8/6/2018,1.12,1.18,0.94,1.02
8/7/2018,1.12,1.18,0.93,1.02
8/8/2018,1.12,1.18,0.93,1.02
8/9/2018,1.12,1.18,0.93,1.02
8/10/2018,1.13,1.18,0.92,1.02
8/13/2018,1.13,1.18,0.92,1.02
8/14/2018,1.13,1.18,0.92,1.03
8/15/2018,1.13,1.18,0.92,1.03
8/16/2018,1.13,1.18,0.92,1.03
8/17/2018,1.13,1.18,0.92,1.03
8/20/2018,1.13,1.18,0.92,1.03
8/21/2018,1.13,1.18,0.92,1.03
8/22/2018,1.13,1.18,0.92,1.03
8/23/2018,1.13,1.18,0.92,1.03
8/24/2018,1.13,1.18,0.91,1.03
8/27/2018,1.13,1.18,0.91,1.03
8/28/2018,1.13,1.18,0.91,1.03
8/29/2018,1.13,1.18,0.91,1.03
8/30/2018,1.13,1.18,0.91,1.03
8/31/2018,1.13,1.18,0.92,1.03
9/4/2018,1.13,1.18,0.91,1.03
9/5/2018,1.13,1.17,0.91,1.04
9/6/2018,1.13,1.17,0.91,1.03
9/7/2018,1.13,1.18,0.91,1.03
9/10/2018,1.13,1.18,0.91,1.04
9/11/2018,1.14,1.17,0.91,1.04
9/12/2018,1.14,1.17,0.91,1.04
9/13/2018,1.14,1.17,0.92,1.03
